Модель	Наименование	Категория	Цена	Артикул	Ссылка на товар	Источник
ЭП1-14/23-140	Элемент	Лабораторная посуда и принадлежности из стекла/Элементы прямые с двумя муфтами	711	10004902	https://minimed.ru/product/2679/	minimed.ru
ЭП1-29/32-185	Элемент,уп.100 шт	Лабораторная посуда и принадлежности из стекла/Элементы прямые с двумя муфтами	736	10004903	https://minimed.ru/product/2680/	minimed.ru

Лабораторная посуда и принадлежности из пластика/Банки для реактивов широкогорлые с делениями						
50 мл	Банка для реактивов, с дел.,широкогорлая, с крышкой, п/п, Kartell, уп.5 шт	Лабораторная посуда и принадлежности из пластика/Банки для реактивов широкогорлые с делениями	184	11001505	https://minimed.ru/product/307/	minimed.ru
100 мл	Банка для реактивов, с дел.,широкогорлая, с крышкой, п/п, Kartell, шт	Лабораторная посуда и принадлежности из пластика/Банки для реактивов широкогорлые с делениями	202	11001501	https://minimed.ru/product/308/	minimed.ru
250 мл	Банка для реактивов, с дел.,широкогорлая, с крышкой, п/п, Kartell, шт	Лабораторная посуда и принадлежности из пластика/Банки для реактивов широкогорлые с делениями	285	11001502	https://minimed.ru/product/309/	minimed.ru
500 мл	Банка для реактивов, с дел.,широкогорлая, с крышкой, п/п, Kartell, шт	Лабораторная посуда и принадлежности из пластика/Банки для реактивов широкогорлые с делениями	313	11001503	https://minimed.ru/product/310/	minimed.ru
1000 мл	Банка для реактивов, с дел.,широкогорлая, с крышкой, п/п, Kartell, шт	Лабораторная посуда и принадлежности из пластика/Банки для реактивов широкогорлые с делениями	570	11001504	https://minimed.ru/product/311/	minimed.ru
2000 мл	Банка для реактивов, с дел.,широкогорлая, с крышкой, п/п, Kartell, шт	Лабораторная посуда и принадлежности из пластика/Банки для реактивов широкогорлые с делениями	910	11001506	https://minimed.ru/product/312/	minimed.ru
50 мл	Банка для реактивов, с черной град., шир/горл, с крышкой, LAMAPLAST, уп.5 шт	Лабораторная посуда и принадлежности из пластика/Банки для реактивов широкогорлые с делениями	211	11001531	https://minimed.ru/product/313/	minimed.ru
