Модель	Наименование	Категория	Цена	Артикул	Ссылка на товар	Источник
10 мл,16x100 мм, п/c, МиниМед	Пробирка цилиндрическая без пробки, 10 мл,16*100 мм, п/с, по ТУ 9464-015-29508133-2014, уп.500шт	Лабораторная посуда и принадлежности из пластика/Пробирки цилиндрические без делений и пробки	4	11005737	https://minimed.ru/product/4140/	minimed.ru
10 мл, 16x100 мм, п/с, FL medical	Пробирка полимерная лабораторная цилиндрическая 10 мл,без пробки и делений, 100шт/2000 шт, п/с, FL medical	Лабораторная посуда и принадлежности из пластика/Пробирки цилиндрические без делений и пробки	6	11005607	https://minimed.ru/product/1565/	minimed.ru
10 мл, 16x100 мм, п/с, FL medical	Пробирка полимерная лабораторная цилиндрическая 10 мл, без пробки и делений, 2000 шт, п/с, FL medical	Лабораторная посуда и принадлежности из пластика/Пробирки цилиндрические без делений и пробки	5	11005640	https://minimed.ru/product/1566/	minimed.ru
10 мл, 16x100 мм, п/с, Aptaca	Пробирка лабораторная 10 мл, цилиндрическая,16*100,п/с, уп.100/2000 шт, Aptaca	Лабораторная посуда и принадлежности из пластика/Пробирки цилиндрические без делений и пробки	4	11005684	https://minimed.ru/product/1567/	minimed.ru
10 мл, 16x100 мм, п/с, Aptaca	Пробирка лабораторная 10 мл, цилиндрическая,16*100,п/с, уп.2000 шт, Aptaca	Лабораторная посуда и принадлежности из пластика/Пробирки цилиндрические без делений и пробки	5	11005669	https://minimed.ru/product/1568/	minimed.ru
20 мл, 16x150 мм, п/п, Гритмед	Пробирка 20 мл цилиндрическая, 16×150 мм, п/п, уп.100/2000 шт, Гритмед	Лабораторная посуда и принадлежности из пластика/Пробирки цилиндрические без делений и пробки	10	11005729	https://minimed.ru/product/3840/	minimed.ru
20 мл, 16x150 мм, п/с, Гритмед	Пробирка 20 мл цилиндрическая, 16×150 мм, п/с, уп.100/2000 шт, Гритмед	Лабораторная посуда и принадлежности из пластика/Пробирки цилиндрические без делений и пробки	10	11005728	https://minimed.ru/product/3841/	minimed.ru
25 мл, 25x95 мм, п/п, Aptaca	Пробирка лабораторная 25 мл,цилиндрич.,25*95мм,п/п, уп. 1000 шт., Aptaca	Лабораторная посуда и принадлежности из пластика/Пробирки цилиндрические без делений и пробки	17	11005671	https://minimed.ru/product/1636/	minimed.ru
25 мл, 25x95 мм, п/с, Aptaca	Пробирка лабораторная 25 мл,цилиндрич.,25*95мм,п/с, уп. 1000 шт., Aptaca	Лабораторная посуда и принадлежности из пластика/Пробирки цилиндрические без делений и пробки	20	11005670	https://minimed.ru/product/1637/	minimed.ru

Лабораторная посуда и принадлежности из пластика/Пробирки цилиндрические с винтовой крышкой или пробкой						
3 мл, 12x55 мм, с пробкой, без делений, п/п, Aptaca	Пробирка лабораторная 3 мл, цилиндрическая,12×55 мм, круглод., с пробкой, п/п, уп.1000 шт, Aptaca	Лабораторная посуда и принадлежности из пластика/Пробирки цилиндрические с винтовой крышкой или пробкой	5	11005628	https://minimed.ru/product/1474/	minimed.ru
3 мл, 12x55 мм, с пробкой, без делений, п/с, Aptaca	Пробирка лабораторная 3 мл, цилиндрическая, 12×55 мм, круглод., с пробкой, п/с, уп.1000 шт, Aptaca	Лабораторная посуда и принадлежности из пластика/Пробирки цилиндрические с винтовой крышкой или пробкой	7	11005655	https://minimed.ru/product/1475/	minimed.ru
5 мл, 12x75 мм, с пробкой, без делений, п/п, Минимед	Пробирка цилиндрическая без пробки 5 мл, 12×75 мм, п/п, Пробка 13 мм, ТУ 9464-015-29508133-2014, уп.100/5000 шт	Лабораторная посуда и принадлежности из пластика/Пробирки цилиндрические с винтовой крышкой или пробкой	4	11005718	https://minimed.ru/product/3694/	minimed.ru
5 мл, 12x75 мм, с пробкой, без делений, п/с, Минимед	Пробирка цилиндрическая без пробки 5 мл, 12×75 мм, п/с, Пробка 13 мм, ТУ 9464-015-29508133-2014, уп.100/5000 шт	Лабораторная посуда и принадлежности из пластика/Пробирки цилиндрические с винтовой крышкой или пробкой	4	11005719	https://minimed.ru/product/3721/	minimed.ru
5 мл, 12x86 мм, с пробкой, без делений, п/п, Aptaca	Пробирка лабораторная 5 мл, 12×86 мм, цилиндр.,с пробкой,п/п,уп.500 шт./кор.4000шт., Aptaca	Лабораторная посуда и принадлежности из пластика/Пробирки цилиндрические с винтовой крышкой или пробкой	8	11005658	https://minimed.ru/product/1481/	minimed.ru
5 мл, 12x86 мм, с пробкой, без делений, п/с, Aptaca	Пробирка лабораторная 5 мл, 12×86 мм, цилиндр.,с пробкой,п/с, уп.500/4000шт., Aptaca	Лабораторная посуда и принадлежности из пластика/Пробирки цилиндрические с винтовой крышкой или пробкой	8	11005659	https://minimed.ru/product/1483/	minimed.ru
5 мл,16x60 мм,с винт.крышкой,с дел.,с юбкой уст-ти,п/п,Минимед	Пробирка цилиндрическая с винтовой крышкой, 5 мл,16×60 мм, с дел.,с юбкой уст-ти,п/п,ТУ 9464-015-29508133-2014, уп.100/1000 шт	Лабораторная посуда и принадлежности из пластика/Пробирки цилиндрические с винтовой крышкой или пробкой	8	11005701	https://minimed.ru/product/2991/	minimed.ru
10 мл, 16x100 мм, с винтовой крышкой, без делений, п/с, МиниМед	Пробирка цилиндрическая с винтовой крышкой, 10 мл,16×100 мм,ТУ 9464-015-29508133-2014,б/дел, н/стерил., п/с, уп.100/2000 шт	Лабораторная посуда и принадлежности из пластика/Пробирки цилиндрические с винтовой крышкой или пробкой	13	11005680	https://minimed.ru/product/1550/	minimed.ru
10 мл,16x100 мм,с винт.крышкой,с дел.,п/п,с юбкой уст-ти,Минимед	Пробирка цилиндрическая с винтовой крышкой,10 мл,16×100 мм, с дел.,п/п,с юбкой уст-ти,ТУ 9464-015-29508133-2014, уп.100 /1000 шт	Лабораторная посуда и принадлежности из пластика/Пробирки цилиндрические с винтовой крышкой или пробкой	10	11005703	https://minimed.ru/product/2990/	minimed.ru
10 мл, 16x100 мм, с винтовой крышкой и делениями, п/с, Aptaca	Пробирка лабораторная 10 мл, цилиндрическая,16×100 мм,с винт.крышкой,с дел.,п/с,нестерильная, уп.50/500шт.,Aptaca	Лабораторная посуда и принадлежности из пластика/Пробирки цилиндрические с винтовой крышкой или пробкой	27	11005646	https://minimed.ru/product/1557/	minimed.ru
10 мл, 16x100 мм, с пробкой, без делений, п/п, Минимед	Пробирка цилиндрическая без пробки 10 мл, 16×100 мм, п/п, н/стер, Пробка 16 мм, ТУ 9464-015-29508133-2014, уп.100/ кор.2500 шт	Лабораторная посуда и принадлежности из пластика/Пробирки цилиндрические с винтовой крышкой или пробкой	6	11005710	https://minimed.ru/product/3784/	minimed.ru
10 мл, 16x100 мм, с пробкой, без делений, п/п, Aptaca	Пробирка лабораторная 10 мл, цилиндрическая, 16×100 мм, п/п, н/стерил., с/пробк.,уп.250 шт./кор.3000шт, Aptaca	Лабораторная посуда и принадлежности из пластика/Пробирки цилиндрические с винтовой крышкой или пробкой	7	11005664	https://minimed.ru/product/1575/	minimed.ru
10 мл, 16x100 мм, с пробкой, без делений, п/с, Минимед	Пробирка цилиндрическая без пробки 10 мл, 16×100 мм, п/с, н/стер, Пробка 16 мм, ТУ 9464-015-29508133-2014, уп.100/2500 шт	Лабораторная посуда и принадлежности из пластика/Пробирки цилиндрические с винтовой крышкой или пробкой	6	11005711	https://minimed.ru/product/3724/	minimed.ru
10 мл, 16x100 мм, с пробкой, без делений, п/с, Aptaca	Пробирка лабораторная 10 мл, цилиндрическая, 16×100 мм, п/с, н/стер, с пробкой, уп.250 шт, Aptaca	Лабораторная посуда и принадлежности из пластика/Пробирки цилиндрические с винтовой крышкой или пробкой	7	11005663	https://minimed.ru/product/1576/	minimed.ru
15 мл, 16x120 мм, с винтовой крышкой, без делений, п/с, МиниМед	Пробирка цилиндрическая с винтовой крышкой, 15 мл,16×120 мм,ТУ 9464-015-29508133-2014, б/дел, н/стерил., п/с, уп.100 шт.	Лабораторная посуда и принадлежности из пластика/Пробирки цилиндрические с винтовой крышкой или пробкой	15	11005681	https://minimed.ru/product/1590/	minimed.ru
15 мл, 16x120 мм, с винтовой крышкой, без делений, п/п, МиниМед	Пробирка цилиндрическая с винтовой крышкой, 15 мл,16×120 мм, б/дел, н/стерил., п/п, уп.100 шт.	Лабораторная посуда и принадлежности из пластика/Пробирки цилиндрические с винтовой крышкой или пробкой	9	11002376	https://minimed.ru/product/3820/	minimed.ru
15 мл, 16x120 мм, с винтовой крышкой и делениями, п/с, Aptaca	Пробирка лабораторная 15 мл, цилиндрическая,16×120 мм, с винт.крышкой,с дел.,п/с,н/стерил., уп.100/500шт.,Aptaca	Лабораторная посуда и принадлежности из пластика/Пробирки цилиндрические с винтовой крышкой или пробкой	44	11005661	https://minimed.ru/product/1597/	minimed.ru
20 мл, 16x150 мм, с винтовой крышкой, без делений, п/с, МиниМед	Пробирка цилиндрическая с винтовой крышкой, 20 мл,16×150 мм, ТУ 9464-015-29508133-2014, б/дел, н/стерил., п/с, уп.100 /1200 шт	Лабораторная посуда и принадлежности из пластика/Пробирки цилиндрические с винтовой крышкой или пробкой	17	11005682	https://minimed.ru/product/1625/	minimed.ru
20 мл, 16x150 мм, с винтовой крышкой, без делений, п/с, Aptaca	Пробирка лабораторная 20 мл, цилиндрическая,16×150 мм,с винт.крышкой, п/с, н/стерильная,уп.500шт, Aptaca	Лабораторная посуда и принадлежности из пластика/Пробирки цилиндрические с винтовой крышкой или пробкой	13	11005617	https://minimed.ru/product/1628/	minimed.ru
20 мл, 16x150 мм, с пробкой, без делений, п/п, Гритмед	Пробирка 20 мл цилиндрическая, 16×150 мм, с пробкой, п/п, уп.100/2000 шт, Гритмед	Лабораторная посуда и принадлежности из пластика/Пробирки цилиндрические с винтовой крышкой или пробкой	12	11005725	https://minimed.ru/product/3836/	minimed.ru
20 мл, 16x150 мм, с пробкой, без делений, п/с, Гритмед	Пробирка 20 мл цилиндрическая, 16×150 мм, с пробкой, п/с, уп.100/2000 шт, Гритмед	Лабораторная посуда и принадлежности из пластика/Пробирки цилиндрические с винтовой крышкой или пробкой	12	11005724	https://minimed.ru/product/3837/	minimed.ru
20 мл, 16x150 мм, с пробкой, без делений, п/с, Aptaca	Пробирка лабораторная 20 мл, цилиндрическая,16×150 мм, п/с, с пробкой,уп.1000 шт.,Aptaca	Лабораторная посуда и принадлежности из пластика/Пробирки цилиндрические с винтовой крышкой или пробкой	13	11005665	https://minimed.ru/product/1631/	minimed.ru
20 мл, 16x150 мм, с пробкой, без делений, п/п, Aptaca	Пробирка лабораторная 20 мл, цилиндрическая,16×150, п/п, с пробкой,уп.1000 шт.,Aptaca	Лабораторная посуда и принадлежности из пластика/Пробирки цилиндрические с винтовой крышкой или пробкой	17	11005652	https://minimed.ru/product/1626/	minimed.ru

Лабораторная посуда и принадлежности из пластика/Пробирки цилиндрические стерильные с пробкой						
5 мл, 12x75 мм, с 2-x позиц. пробкой, с делениями, п/с, Гритмед	Пробирка лабораторная 5 мл, цилиндрическая,12*75 мм, с 2-х позиционной пробкой,с дел.,п/с, стер., уп.25/1000 шт, Гритмед	Лабораторная посуда и принадлежности из пластика/Пробирки цилиндрические стерильные с пробкой	11	11005732	https://minimed.ru/product/3988/	minimed.ru
5 мл, 12x75 мм, с пробкой и этикеткой, без делений, п/п, Гритмед	Пробирка 5 мл цилиндрическая,12*75 мм, с пробкой, с этикеткой, п/п, стерильная, Гритмед,уп.100 шт/кор 5000 шт	Лабораторная посуда и принадлежности из пластика/Пробирки цилиндрические стерильные с пробкой	5	11005721	https://minimed.ru/product/3720/	minimed.ru
5 мл, 12x86 мм, с пробкой и этикеткой, без делений, п/п, Aptaca	Пробирка лабораторная 5 мл, цилиндрическая,12×86 мм, круглод.,б/дел.,с пробк.и этикеткой,п/п,уп.500/2000 шт., стер., Aptaca	Лабораторная посуда и принадлежности из пластика/Пробирки цилиндрические стерильные с пробкой	9	11005621	https://minimed.ru/product/1482/	minimed.ru
5 мл, 12x86 мм, с пробкой и этикеткой, без делений, п/с, Aptaca	Пробирка лабораторная 5 мл, цилиндрическая,12×86 мм, круглод.,б/дел.,с пробк.и этикеткой,п/с,уп.500 шт., стер., Aptaca	Лабораторная посуда и принадлежности из пластика/Пробирки цилиндрические стерильные с пробкой	13	11005677	https://minimed.ru/product/1484/	minimed.ru
5 мл,16x60 мм,с винт.крышкой,с дел.,п/п,с основанием, Гритмед	Пробирка цилиндрическая 5 мл,16×60 мм,с винт.крышкой,с дел.,п/п,с основанием,стер., инд.уп./100/1000 шт, Гритмед	Лабораторная посуда и принадлежности из пластика/Пробирки цилиндрические стерильные с пробкой	9	11005702	https://minimed.ru/product/3046/	minimed.ru
10 мл, 16x100 мм, с винтовой крышкой, без делений, п/с, МиниМед	Пробирка цилиндрическая с винтовой крышкой стерильная 10 мл ТУ 22.29.29–023–29508133–2017, 16х100, б/дел, п/с, уп.100/1600 шт	Лабораторная посуда и принадлежности из пластика/Пробирки цилиндрические стерильные с пробкой	15	11005690	https://minimed.ru/product/1551/	minimed.ru
10 мл,16x100 мм,с винт.крышкой,с дел.,п/п,с основанием,Гритмед	Пробирка цилиндрическая 10 мл, 16×100 мм, с винт.крышкой, с дел., п/п, с основанием, стер., инд.уп./100/1000 шт, Гритмед	Лабораторная посуда и принадлежности из пластика/Пробирки цилиндрические стерильные с пробкой	12	11005704	https://minimed.ru/product/3024/	minimed.ru
10 мл, 16x100 мм, с пробкой и этикеткой, без делений, п/п, Aptaca	Пробирка лабораторная 10 мл, цилиндрическая,16×100 мм,с пробкой,с этик.,п/п,стерильная, уп.250/1250шт.,Aptaca	Лабораторная посуда и принадлежности из пластика/Пробирки цилиндрические стерильные с пробкой	10	11005645	https://minimed.ru/product/1552/	minimed.ru
10 мл, 16x100 мм, с пробкой и этикеткой, без делений, п/п, Гритмед	Пробирка 10 мл цилиндрическая с пробкой, с этикеткой, п/п, стерильная, Гритмед,уп.100 шт./кор.2500шт	Лабораторная посуда и принадлежности из пластика/Пробирки цилиндрические стерильные с пробкой	8	11005714	https://minimed.ru/product/3844/	minimed.ru
10 мл, 16x100 мм, с пробкой и этикеткой, без делений, п/с, Aptaca	Пробирка лабораторная 10 мл, цилиндрическая,16×100 мм,с пробкой,с этик..,п/с,стерильная, уп.250/1250шт.,Aptaca	Лабораторная посуда и принадлежности из пластика/Пробирки цилиндрические стерильные с пробкой	11	11005648	https://minimed.ru/product/1553/	minimed.ru
10 мл, 16x100 мм, с пробкой и этикеткой, без делений, п/с, Гритмед	Пробирка 10 мл цилиндрическая с пробкой, с этикеткой, п/с, стерильная, Гритмед,уп.100 шт/кор.2500 шт.	Лабораторная посуда и принадлежности из пластика/Пробирки цилиндрические стерильные с пробкой	8	11005715	https://minimed.ru/product/3845/	minimed.ru
10 мл, 16x100 мм, с винтовой крышкой и делениями, п/с, Aptaca	Пробирка лабораторная 10 мл, цилиндрическая,16×100 мм,с винт.крышкой,с дел.,п/с,стерильная, уп.50/250шт.,Aptaca	Лабораторная посуда и принадлежности из пластика/Пробирки цилиндрические стерильные с пробкой	48	11005647	https://minimed.ru/product/1558/	minimed.ru
15 мл, 16x120 мм, с винтовой крышкой, без делений, п/с, МиниМед	Пробирка цилиндрическая с винтовой крышкой стерильная 15 мл,16×120 мм,ТУ 22.29.29–023–29508133–2017, б/дел, п/с, уп.100/1200 шт	Лабораторная посуда и принадлежности из пластика/Пробирки цилиндрические стерильные с пробкой	16	11005691	https://minimed.ru/product/1591/	minimed.ru
15 мл, 17x100 мм, с 2-x позиц. пробкой, с делениями, п/с, Гритмед	Пробирка 15 мл цилиндрическая с 2-х позиционной пробкой, с дел., п/с, стерильная, уп.25/1000 шт, Гритмед	Лабораторная посуда и принадлежности из пластика/Пробирки цилиндрические стерильные с пробкой	16	11005723	https://minimed.ru/product/3786/	minimed.ru
15 мл, 16x120 мм, с винтовой крышкой и делениями, п/с,Aptaca	Пробирка лабораторная 15 мл, цилиндрическая,16×120 мм,с винт.крышкой,с дел.,п/с,стерильная, уп.25/175шт.,Aptaca	Лабораторная посуда и принадлежности из пластика/Пробирки цилиндрические стерильные с пробкой	48	11005662	https://minimed.ru/product/1598/	minimed.ru
20 мл, 16x150 мм, с винтовой крышкой, без делений, п/с, МиниМед	Пробирка цилиндрическая с винтовой крышкой стерильная 20 мл,16×150 мм, ТУ 22.29.29–023–29508133–2017, б/дел, п/с, уп.100/1200 шт	Лабораторная посуда и принадлежности из пластика/Пробирки цилиндрические стерильные с пробкой	19	11005692	https://minimed.ru/product/3385/	minimed.ru
20 мл, 16x150 мм, с пробкой, п/п, Гритмед	Пробирка 20 мл цилиндрическая, 16×150 мм, с пробкой, п/п, стерильная, уп.100/2000 шт, Гритмед	Лабораторная посуда и принадлежности из пластика/Пробирки цилиндрические стерильные с пробкой	13	11005727	https://minimed.ru/product/3838/	minimed.ru
20 мл, 16x150 мм, с пробкой, п/с,Гритмед	Пробирка 20 мл цилиндрическая, 16×150 мм, с пробкой, п/с, стерильная, уп.100/2000 шт, Гритмед	Лабораторная посуда и принадлежности из пластика/Пробирки цилиндрические стерильные с пробкой	13	11005726	https://minimed.ru/product/3839/	minimed.ru
20 мл, 16x150 мм, с пробкой, п/п, Aptaca	Пробирка лабораторная 20 мл, цилиндрическая,16×150 мм, п/п, с пробкой.,стер., уп.200/800,Aptaca	Лабораторная посуда и принадлежности из пластика/Пробирки цилиндрические стерильные с пробкой	21	11005653	https://minimed.ru/product/1627/	minimed.ru
20 мл, 16x150 мм, с винтовой крышкой, без делений, п/с,Aptaca	Пробирка лабораторная 20 мл, цилиндрическая,16×150 мм,с винт.крышкой,п/с,стерильная, инд.уп.,Aptaca	Лабораторная посуда и принадлежности из пластика/Пробирки цилиндрические стерильные с пробкой	29	11005637	https://minimed.ru/product/1630/	minimed.ru
20 мл, 16x150 мм, с пробкой, п/с,Aptaca	Пробирка лабораторная 20 мл, цилиндрическая,16×150 мм, п/с, с пробкой.,стер., уп.200/800,Aptaca	Лабораторная посуда и принадлежности из пластика/Пробирки цилиндрические стерильные с пробкой	24	11005650	https://minimed.ru/product/1632/	minimed.ru

Лабораторная посуда и принадлежности из пластика/Пробки пластиковые						
	Пробка коническая 10/19,п/эт,уп.10шт	Лабораторная посуда и принадлежности из пластика/Пробки пластиковые	15	12002935	https://minimed.ru/product/2995/	minimed.ru
	Пробка коническая 14/23,п/эт, уп.10шт	Лабораторная посуда и принадлежности из пластика/Пробки пластиковые	18	12002922	https://minimed.ru/product/2932/	minimed.ru
	Пробка коническая 19/26,п/эт, уп.10шт	Лабораторная посуда и принадлежности из пластика/Пробки пластиковые	32	12002924	https://minimed.ru/product/3049/	minimed.ru
	Пробка коническая, конус 24/29, d нижний 21,1 мм, ПТФЭ, уп.1шт., Кartell	Лабораторная посуда и принадлежности из пластика/Пробки пластиковые	1254	12009117	https://minimed.ru/product/3609/	minimed.ru
	Пробка коническая 24/29,п/эт, уп.10 шт	Лабораторная посуда и принадлежности из пластика/Пробки пластиковые	32	12002966	https://minimed.ru/product/3696/	minimed.ru
	Пробка коническая 29/32,п/эт, уп.10 шт	Лабораторная посуда и принадлежности из пластика/Пробки пластиковые	39	12002930	https://minimed.ru/product/2875/	minimed.ru
	Пробка для пробирок 12 мм, п/эт, белая, уп.1000 шт	Лабораторная посуда и принадлежности из пластика/Пробки пластиковые	871	12003252	https://minimed.ru/product/3389/	minimed.ru
	Пробка для пробирок 12 мм, п/эт, голубая, уп.1000 шт	Лабораторная посуда и принадлежности из пластика/Пробки пластиковые	871	12003253	https://minimed.ru/product/3390/	minimed.ru
	Пробка для пробирок 12 мм, п/эт, желтая, уп.1000 шт	Лабораторная посуда и принадлежности из пластика/Пробки пластиковые	871	12003254	https://minimed.ru/product/3391/	minimed.ru
	Пробка для пробирок 12 мм, п/эт, зеленая, уп.1000 шт	Лабораторная посуда и принадлежности из пластика/Пробки пластиковые	871	12003255	https://minimed.ru/product/3392/	minimed.ru
	Пробка для пробирок 12 мм, п/эт, красная, уп.1000 шт/кор.20уп	Лабораторная посуда и принадлежности из пластика/Пробки пластиковые	871	12003256	https://minimed.ru/product/3393/	minimed.ru
	Пробка для пробирок 12 мм, п/эт, нейтральная, уп.1000 шт/кор.20уп	Лабораторная посуда и принадлежности из пластика/Пробки пластиковые	871	12003257	https://minimed.ru/product/3394/	minimed.ru
	Изделие д/укупорки и герметизации: пробка для проб. диам.13 мм,п/эт,уп.100 шт, Aptaca	Лабораторная посуда и принадлежности из пластика/Пробки пластиковые	234	12002953	https://minimed.ru/product/2012/	minimed.ru
	Пробка для пробирок 13 мм, п/эт, белая, уп.1000 шт	Лабораторная посуда и принадлежности из пластика/Пробки пластиковые	970	12003258	https://minimed.ru/product/3395/	minimed.ru
	Пробка для пробирок 13 мм, п/эт, голубая, уп.1000 шт	Лабораторная посуда и принадлежности из пластика/Пробки пластиковые	970	12003259	https://minimed.ru/product/3396/	minimed.ru
	Изделие д/укупорки и герметизации: пробка для проб. диам.13 мм, желтые, п/эт,уп.1000 шт., Aptaca	Лабораторная посуда и принадлежности из пластика/Пробки пластиковые	585	12003233	https://minimed.ru/product/2015/	minimed.ru
	Пробка для пробирок 13 мм, п/эт, желтая, уп.1000 шт	Лабораторная посуда и принадлежности из пластика/Пробки пластиковые	970	12003260	https://minimed.ru/product/3397/	minimed.ru
	Пробка для пробирок 13 мм, п/эт, зеленая, уп.1000 шт	Лабораторная посуда и принадлежности из пластика/Пробки пластиковые	970	12003261	https://minimed.ru/product/3398/	minimed.ru
	Пробка для пробирок 13 мм, п/эт, красная, уп.1000 шт	Лабораторная посуда и принадлежности из пластика/Пробки пластиковые	970	12003262	https://minimed.ru/product/3399/	minimed.ru
	Изделие д/укупорки и герметизации: пробка для проб. диам.13 мм, нейтральные, п/эт,уп.1000 шт., Aptaca	Лабораторная посуда и принадлежности из пластика/Пробки пластиковые	585	12003236	https://minimed.ru/product/2018/	minimed.ru
	Пробка для пробирок 13 мм, п/эт, нейтральная, уп.1000 шт	Лабораторная посуда и принадлежности из пластика/Пробки пластиковые	970	12003263	https://minimed.ru/product/3400/	minimed.ru
	Пробка для пробирок 16 мм, п/эт, белая, уп.500 шт	Лабораторная посуда и принадлежности из пластика/Пробки пластиковые	660	12003264	https://minimed.ru/product/4170/	minimed.ru
	Пробка для пробирок 16 мм, п/эт, голубая уп.500 шт	Лабораторная посуда и принадлежности из пластика/Пробки пластиковые	660	12003265	https://minimed.ru/product/4071/	minimed.ru
	Пробка для пробирок 16 мм, п/эт, желтая, уп.500 шт	Лабораторная посуда и принадлежности из пластика/Пробки пластиковые	660	12003266	https://minimed.ru/product/4072/	minimed.ru
	Пробка для пробирок 16 мм, п/эт, зеленая, уп.500 шт	Лабораторная посуда и принадлежности из пластика/Пробки пластиковые	660	12003267	https://minimed.ru/product/4043/	minimed.ru
	Пробка для пробирок 16 мм, п/эт, красная, уп.500 шт	Лабораторная посуда и принадлежности из пластика/Пробки пластиковые	660	12003268	https://minimed.ru/product/4121/	minimed.ru
	Пробка для пробирок 16 мм, п/эт, нейтральная, уп.500 шт	Лабораторная посуда и принадлежности из пластика/Пробки пластиковые	660	12003269	https://minimed.ru/product/4171/	minimed.ru

Лабораторная посуда и принадлежности из пластика/Промывалки, п/эт						
50 мл	Промывалка, п/эт, Кartell, шт	Лабораторная посуда и принадлежности из пластика/Промывалки, п/эт	306	11001313	https://minimed.ru/product/2028/	minimed.ru
100 мл	Промывалка, п/эт, Кartell, шт	Лабораторная посуда и принадлежности из пластика/Промывалки, п/эт	258	12009158	https://minimed.ru/product/2029/	minimed.ru
250мл	Промывалка п/эт 250 мл с широким горлом и цельнолитой трубкой, желтая крышка, Кartell, уп.1/10 шт	Лабораторная посуда и принадлежности из пластика/Промывалки, п/эт	336	11001316	https://minimed.ru/product/4247/	minimed.ru
250мл	Промывалка п/эт 250 мл с широким горлом и цельнолитой трубкой, красная крышка, Кartell, уп.1/10 шт	Лабораторная посуда и принадлежности из пластика/Промывалки, п/эт	336	11001317	https://minimed.ru/product/4248/	minimed.ru
250мл	Промывалка п/эт 250 мл с широким горлом и цельнолитой трубкой, прозрачн.крышка, Кartell, уп.1/10 шт	Лабораторная посуда и принадлежности из пластика/Промывалки, п/эт	336	11001314	https://minimed.ru/product/4249/	minimed.ru
250мл	Промывалка п/эт 250 мл с широким горлом и цельнолитой трубкой, синяя крышка, Кartell, уп.1/10 шт	Лабораторная посуда и принадлежности из пластика/Промывалки, п/эт	336	11001315	https://minimed.ru/product/4250/	minimed.ru
250 мл	Промывалка п/эт, инд.уп./50 шт	Лабораторная посуда и принадлежности из пластика/Промывалки, п/эт	161	11001300	https://minimed.ru/product/2031/	minimed.ru
250 мл	Промывалка, п/эт, Кartell, шт	Лабораторная посуда и принадлежности из пластика/Промывалки, п/эт	294	12009087	https://minimed.ru/product/2030/	minimed.ru
250 мл	Промывалка цельнолитая п/эт, Кartell, шт	Лабораторная посуда и принадлежности из пластика/Промывалки, п/эт	515	11001309	https://minimed.ru/product/2032/	minimed.ru
500мл	Промывалка п/эт 500 мл с широким горлом и цельнолитой трубкой, желтая крышка, Кartell, уп.1/10 шт	Лабораторная посуда и принадлежности из пластика/Промывалки, п/эт	385	11001319	https://minimed.ru/product/4251/	minimed.ru
500мл	Промывалка п/эт 500 мл с широким горлом и цельнолитой трубкой, красная крышка, Кartell, уп.1/10 шт	Лабораторная посуда и принадлежности из пластика/Промывалки, п/эт	385	11001318	https://minimed.ru/product/4252/	minimed.ru
500мл	Промывалка п/эт 500 мл с широким горлом и цельнолитой трубкой, прозрачн.крышка, Кartell, уп.1/10 шт	Лабораторная посуда и принадлежности из пластика/Промывалки, п/эт	385	11001320	https://minimed.ru/product/4253/	minimed.ru
500мл	Промывалка п/эт 500 мл с широким горлом и цельнолитой трубкой, синяя крышка, Кartell, уп.1/10 шт	Лабораторная посуда и принадлежности из пластика/Промывалки, п/эт	385	11001321	https://minimed.ru/product/4254/	minimed.ru
500 мл	Промывалка п/эт, инд.уп./50 шт	Лабораторная посуда и принадлежности из пластика/Промывалки, п/эт	232	11001301	https://minimed.ru/product/2034/	minimed.ru
500 мл	Промывалка, п/эт, Кartell, шт	Лабораторная посуда и принадлежности из пластика/Промывалки, п/эт	423	12009020	https://minimed.ru/product/2033/	minimed.ru
500 мл	Промывалка цельнолитая п/эт, Кartell, шт	Лабораторная посуда и принадлежности из пластика/Промывалки, п/эт	530	11001310	https://minimed.ru/product/2035/	minimed.ru
1000 мл	Промывалка, п/эт, Kartell, шт	Лабораторная посуда и принадлежности из пластика/Промывалки, п/эт	543	12009161	https://minimed.ru/product/2036/	minimed.ru
1000 мл	Промывалка п/эт, инд.уп./50 шт	Лабораторная посуда и принадлежности из пластика/Промывалки, п/эт	319	11001302	https://minimed.ru/product/2037/	minimed.ru

Лабораторная посуда и принадлежности из пластика/Стаканчики с делениями, п/п						
30 мл	Стакан мерный 30/37 (без носика ), ПЕРИНТ, уп.100шт	Лабораторная посуда и принадлежности из пластика/Стаканчики с делениями, п/п	2	11000506	https://minimed.ru/product/3666/	minimed.ru

Лабораторная посуда и принадлежности из пластика/Стаканчики для взвешивания п/п, Aptaca						
	Стаканчик для взвешивания,п/п V=30 мл,D=30 мм,Н=50 мм, уп.10/600 шт, Aptaca	Лабораторная посуда и принадлежности из пластика/Стаканчики для взвешивания п/п, Aptaca	137	11000823	https://minimed.ru/product/2212/	minimed.ru
	Стаканчик для взвешивания,п/п V=50 мл,D=50 мм,Н=30 мм, уп.10/400 шт, Aptaca	Лабораторная посуда и принадлежности из пластика/Стаканчики для взвешивания п/п, Aptaca	148	11000824	https://minimed.ru/product/2213/	minimed.ru
